model,asset,alpha,arm,in_mcs,mcs_p,n
timesfm_2_5,csi300,0.01,garch_evt,True,0.1848,1680
timesfm_2_5,csi300,0.01,fhs,True,0.1848,1680
timesfm_2_5,csi300,0.025,F1,True,0.1104,1680
timesfm_2_5,csi300,0.025,H,True,0.1104,1680
timesfm_2_5,csi300,0.025,F2,True,0.1104,1680
timesfm_2_5,csi300,0.025,F3,True,0.1104,1680
timesfm_2_5,csi300,0.025,F4,True,0.1104,1680
timesfm_2_5,csi300,0.025,garch_evt,True,0.1104,1680
timesfm_2_5,csi300,0.025,fhs,True,0.1104,1680
timesfm_2_5,csi300,0.05,F1,True,0.1438,1680
timesfm_2_5,csi300,0.05,H,True,0.1438,1680
timesfm_2_5,csi300,0.05,F2,True,0.1438,1680
timesfm_2_5,csi300,0.05,F3,True,0.1438,1680
timesfm_2_5,csi300,0.05,F4,True,0.1438,1680
timesfm_2_5,csi300,0.05,garch_evt,True,0.1438,1680
timesfm_2_5,csi300,0.05,fhs,True,0.1438,1680
timesfm_2_5,dax,0.01,F1,True,0.1268,2118
timesfm_2_5,dax,0.01,H,True,0.1268,2118
timesfm_2_5,dax,0.01,F2,True,0.1268,2118
timesfm_2_5,dax,0.01,F3,True,0.1268,2118
timesfm_2_5,dax,0.01,F4,True,0.1268,2118
timesfm_2_5,dax,0.01,garch_evt,True,0.1268,2118
timesfm_2_5,dax,0.01,fhs,True,0.1268,2118
timesfm_2_5,dax,0.025,F1,True,0.1416,2143
timesfm_2_5,dax,0.025,H,True,0.1416,2143
timesfm_2_5,dax,0.025,F2,True,0.1416,2143
timesfm_2_5,dax,0.025,F3,False,0.0164,2143
timesfm_2_5,dax,0.025,F4,True,0.1416,2143
timesfm_2_5,dax,0.025,garch_evt,True,0.1416,2143
timesfm_2_5,dax,0.025,fhs,True,0.1416,2143
timesfm_2_5,dax,0.05,F1,True,0.1652,2165
timesfm_2_5,dax,0.05,H,True,0.1652,2165
timesfm_2_5,dax,0.05,F2,True,0.1652,2165
timesfm_2_5,dax,0.05,F3,False,0.0186,2165
timesfm_2_5,dax,0.05,F4,True,0.1652,2165
timesfm_2_5,dax,0.05,garch_evt,True,0.1652,2165
timesfm_2_5,dax,0.05,fhs,True,0.1652,2165
timesfm_2_5,dgs10,0.01,F1,True,0.67,2123
timesfm_2_5,dgs10,0.01,H,True,0.67,2123
timesfm_2_5,dgs10,0.01,F2,True,0.67,2123
timesfm_2_5,dgs10,0.01,F3,True,0.67,2123
timesfm_2_5,dgs10,0.01,F4,True,0.67,2123
timesfm_2_5,dgs10,0.01,garch_evt,True,0.67,2123
timesfm_2_5,dgs10,0.01,fhs,True,0.67,2123
timesfm_2_5,dgs10,0.025,F1,True,0.766,2124
timesfm_2_5,dgs10,0.025,H,True,0.766,2124
timesfm_2_5,dgs10,0.025,F2,True,0.766,2124
timesfm_2_5,dgs10,0.025,F3,True,0.766,2124
timesfm_2_5,dgs10,0.025,F4,True,0.766,2124
timesfm_2_5,dgs10,0.025,garch_evt,True,0.766,2124
timesfm_2_5,dgs10,0.025,fhs,True,0.766,2124
timesfm_2_5,dgs10,0.05,F1,True,0.2614,2124
timesfm_2_5,dgs10,0.05,H,True,0.2614,2124
timesfm_2_5,dgs10,0.05,F2,True,0.2614,2124
timesfm_2_5,dgs10,0.05,F3,True,0.2614,2124
timesfm_2_5,dgs10,0.05,F4,True,0.2614,2124
timesfm_2_5,dgs10,0.05,garch_evt,True,0.2614,2124
timesfm_2_5,dgs10,0.05,fhs,True,0.2614,2124
timesfm_2_5,dgs2,0.01,F1,True,0.4074,2097
timesfm_2_5,dgs2,0.01,H,True,0.4074,2097
timesfm_2_5,dgs2,0.01,F2,True,0.4074,2097
timesfm_2_5,dgs2,0.01,F3,True,0.4074,2097
timesfm_2_5,dgs2,0.01,F4,True,0.4074,2097
timesfm_2_5,dgs2,0.01,garch_evt,True,0.4074,2097
timesfm_2_5,dgs2,0.01,fhs,True,0.4074,2097
timesfm_2_5,dgs2,0.025,F1,True,0.4808,2102
timesfm_2_5,dgs2,0.025,H,True,0.4808,2102
timesfm_2_5,dgs2,0.025,F2,True,0.4808,2102
timesfm_2_5,dgs2,0.025,F3,True,0.4808,2102
timesfm_2_5,dgs2,0.025,F4,True,0.4808,2102
timesfm_2_5,dgs2,0.025,garch_evt,True,0.4808,2102
timesfm_2_5,dgs2,0.025,fhs,True,0.4808,2102
timesfm_2_5,dgs2,0.05,F1,True,0.1412,2102
timesfm_2_5,dgs2,0.05,H,True,0.1412,2102
timesfm_2_5,dgs2,0.05,F2,True,0.1412,2102
timesfm_2_5,dgs2,0.05,F3,True,0.1412,2102
timesfm_2_5,dgs2,0.05,F4,True,0.1412,2102
timesfm_2_5,dgs2,0.05,garch_evt,True,0.1412,2102
timesfm_2_5,dgs2,0.05,fhs,True,0.1412,2102
timesfm_2_5,dgs30,0.01,F1,True,0.6498,2007
timesfm_2_5,dgs30,0.01,H,True,0.6498,2007
timesfm_2_5,dgs30,0.01,F2,False,0.0496,2007
timesfm_2_5,dgs30,0.01,F3,False,0.0074,2007
timesfm_2_5,dgs30,0.01,F4,False,0.022,2007
timesfm_2_5,dgs30,0.01,garch_evt,True,0.6498,2007
timesfm_2_5,dgs30,0.01,fhs,True,0.6498,2007
timesfm_2_5,dgs30,0.025,F1,True,0.3594,2049
timesfm_2_5,dgs30,0.025,H,True,0.3594,2049
timesfm_2_5,dgs30,0.025,F2,False,0.0236,2049
timesfm_2_5,dgs30,0.025,F3,False,0.006,2049
timesfm_2_5,dgs30,0.025,F4,False,0.0082,2049
timesfm_2_5,dgs30,0.025,garch_evt,True,0.3594,2049
timesfm_2_5,dgs30,0.025,fhs,True,0.3594,2049
timesfm_2_5,dgs30,0.05,F1,False,0.0614,2059
timesfm_2_5,dgs30,0.05,H,True,0.4124,2059
timesfm_2_5,dgs30,0.05,F2,False,0.002,2059
timesfm_2_5,dgs30,0.05,F3,False,0.0006,2059
timesfm_2_5,dgs30,0.05,F4,False,0.0006,2059
timesfm_2_5,dgs30,0.05,garch_evt,True,0.4124,2059
timesfm_2_5,dgs30,0.05,fhs,True,0.4124,2059
timesfm_2_5,dgs5,0.01,F1,True,0.8452,2125
timesfm_2_5,dgs5,0.01,H,True,0.8452,2125
timesfm_2_5,dgs5,0.01,F2,True,0.8452,2125
timesfm_2_5,dgs5,0.01,F3,True,0.8452,2125
timesfm_2_5,dgs5,0.01,F4,True,0.8452,2125
timesfm_2_5,dgs5,0.01,garch_evt,True,0.8452,2125
timesfm_2_5,dgs5,0.01,fhs,True,0.8452,2125
timesfm_2_5,dgs5,0.025,F1,True,0.659,2125
timesfm_2_5,dgs5,0.025,H,True,0.659,2125
timesfm_2_5,dgs5,0.025,F2,True,0.659,2125
timesfm_2_5,dgs5,0.025,F3,True,0.659,2125
timesfm_2_5,dgs5,0.025,F4,True,0.659,2125
timesfm_2_5,dgs5,0.025,garch_evt,True,0.659,2125
timesfm_2_5,dgs5,0.025,fhs,True,0.659,2125
timesfm_2_5,dgs5,0.05,F1,True,0.4106,2125
timesfm_2_5,dgs5,0.05,H,True,0.4106,2125
timesfm_2_5,dgs5,0.05,F2,True,0.4106,2125
timesfm_2_5,dgs5,0.05,F3,True,0.4106,2125
timesfm_2_5,dgs5,0.05,F4,True,0.4106,2125
timesfm_2_5,dgs5,0.05,garch_evt,True,0.4106,2125
timesfm_2_5,dgs5,0.05,fhs,True,0.4106,2125
timesfm_2_5,eth,0.01,F1,True,0.24,1636
timesfm_2_5,eth,0.01,H,True,0.24,1636
timesfm_2_5,eth,0.01,F2,True,0.24,1636
timesfm_2_5,eth,0.01,F3,False,0.0334,1636
timesfm_2_5,eth,0.01,F4,False,0.034,1636
timesfm_2_5,eth,0.01,garch_evt,True,0.24,1636
timesfm_2_5,eth,0.01,fhs,True,0.24,1636
timesfm_2_5,eth,0.025,F1,True,0.3958,1649
timesfm_2_5,eth,0.025,H,True,0.3958,1649
timesfm_2_5,eth,0.025,F2,True,0.3958,1649
timesfm_2_5,eth,0.025,F3,True,0.3958,1649
timesfm_2_5,eth,0.025,F4,True,0.3958,1649
timesfm_2_5,eth,0.025,garch_evt,True,0.3958,1649
timesfm_2_5,eth,0.025,fhs,True,0.3958,1649
timesfm_2_5,eth,0.05,F1,True,0.7312,1659
timesfm_2_5,eth,0.05,H,True,0.7312,1659
timesfm_2_5,eth,0.05,F2,True,0.7312,1659
timesfm_2_5,eth,0.05,F3,True,0.7312,1659
timesfm_2_5,eth,0.05,F4,True,0.7312,1659
timesfm_2_5,eth,0.05,garch_evt,True,0.7312,1659
timesfm_2_5,eth,0.05,fhs,True,0.7312,1659
timesfm_2_5,ftse,0.01,F1,True,0.1074,2144
timesfm_2_5,ftse,0.01,H,True,0.1074,2144
timesfm_2_5,ftse,0.01,F2,True,0.1074,2144
timesfm_2_5,ftse,0.01,F3,False,0.0244,2144
timesfm_2_5,ftse,0.01,F4,True,0.1074,2144
timesfm_2_5,ftse,0.01,garch_evt,True,0.1074,2144
timesfm_2_5,ftse,0.01,fhs,True,0.1074,2144
timesfm_2_5,ftse,0.025,F1,True,0.2422,2152
timesfm_2_5,ftse,0.025,H,True,0.2422,2152
timesfm_2_5,ftse,0.025,F2,True,0.2422,2152
timesfm_2_5,ftse,0.025,F3,False,0.0522,2152
timesfm_2_5,ftse,0.025,F4,False,0.0634,2152
timesfm_2_5,ftse,0.025,garch_evt,True,0.2422,2152
timesfm_2_5,ftse,0.025,fhs,True,0.2422,2152
timesfm_2_5,ftse,0.05,F1,True,0.1638,2152
timesfm_2_5,ftse,0.05,H,True,0.1638,2152
timesfm_2_5,ftse,0.05,F2,True,0.1638,2152
timesfm_2_5,ftse,0.05,F3,False,0.0088,2152
timesfm_2_5,ftse,0.05,F4,False,0.0636,2152
timesfm_2_5,ftse,0.05,garch_evt,True,0.1638,2152
timesfm_2_5,ftse,0.05,fhs,True,0.1638,2152
timesfm_2_5,gbpusd,0.01,F1,False,0.0664,2177
timesfm_2_5,gbpusd,0.01,H,True,0.2128,2177
timesfm_2_5,gbpusd,0.01,F2,True,0.2128,2177
timesfm_2_5,gbpusd,0.01,F3,False,0.0148,2177
timesfm_2_5,gbpusd,0.01,F4,False,0.0014,2177
timesfm_2_5,gbpusd,0.01,garch_evt,True,0.2128,2177
timesfm_2_5,gbpusd,0.01,fhs,True,0.2128,2177
timesfm_2_5,gbpusd,0.025,F1,True,0.1038,2187
timesfm_2_5,gbpusd,0.025,H,True,0.1038,2187
timesfm_2_5,gbpusd,0.025,F2,True,0.1038,2187
timesfm_2_5,gbpusd,0.025,F3,True,0.1038,2187
timesfm_2_5,gbpusd,0.025,F4,False,0.0016,2187
timesfm_2_5,gbpusd,0.025,garch_evt,True,0.1038,2187
timesfm_2_5,gbpusd,0.025,fhs,True,0.1038,2187
timesfm_2_5,gbpusd,0.05,F1,True,0.1884,2234
timesfm_2_5,gbpusd,0.05,H,True,0.1884,2234
timesfm_2_5,gbpusd,0.05,F2,True,0.1884,2234
timesfm_2_5,gbpusd,0.05,F3,True,0.1884,2234
timesfm_2_5,gbpusd,0.05,F4,False,0.0266,2234
timesfm_2_5,gbpusd,0.05,garch_evt,True,0.1884,2234
timesfm_2_5,gbpusd,0.05,fhs,True,0.1884,2234
timesfm_2_5,gold,0.01,F1,True,0.548,2101
timesfm_2_5,gold,0.01,H,True,0.548,2101
timesfm_2_5,gold,0.01,F2,True,0.548,2101
timesfm_2_5,gold,0.01,F3,True,0.548,2101
timesfm_2_5,gold,0.01,F4,True,0.548,2101
timesfm_2_5,gold,0.01,garch_evt,True,0.548,2101
timesfm_2_5,gold,0.01,fhs,True,0.548,2101
timesfm_2_5,gold,0.025,F1,True,0.3706,2122
timesfm_2_5,gold,0.025,H,True,0.3706,2122
timesfm_2_5,gold,0.025,F2,True,0.3706,2122
timesfm_2_5,gold,0.025,F3,True,0.3706,2122
timesfm_2_5,gold,0.025,F4,True,0.3706,2122
timesfm_2_5,gold,0.025,garch_evt,True,0.3706,2122
timesfm_2_5,gold,0.025,fhs,True,0.3706,2122
timesfm_2_5,gold,0.05,F1,True,0.5796,2139
timesfm_2_5,gold,0.05,H,True,0.5796,2139
timesfm_2_5,gold,0.05,F2,True,0.5796,2139
timesfm_2_5,gold,0.05,F3,True,0.5796,2139
timesfm_2_5,gold,0.05,F4,True,0.5796,2139
timesfm_2_5,gold,0.05,garch_evt,True,0.5796,2139
timesfm_2_5,gold,0.05,fhs,True,0.5796,2139
timesfm_2_5,hsi,0.01,F1,True,0.2116,2080
timesfm_2_5,hsi,0.01,H,True,0.2116,2080
timesfm_2_5,hsi,0.01,F2,True,0.2116,2080
timesfm_2_5,hsi,0.01,F3,True,0.2116,2080
timesfm_2_5,hsi,0.01,F4,True,0.2116,2080
timesfm_2_5,hsi,0.01,garch_evt,True,0.2116,2080
timesfm_2_5,hsi,0.01,fhs,True,0.2116,2080
timesfm_2_5,hsi,0.025,F1,True,0.1704,2080
timesfm_2_5,hsi,0.025,H,True,0.1704,2080
timesfm_2_5,hsi,0.025,F2,True,0.1704,2080
timesfm_2_5,hsi,0.025,F3,True,0.1704,2080
timesfm_2_5,hsi,0.025,F4,True,0.1704,2080
timesfm_2_5,hsi,0.025,garch_evt,True,0.1704,2080
timesfm_2_5,hsi,0.025,fhs,True,0.1704,2080
timesfm_2_5,hsi,0.05,F1,True,0.1364,2080
timesfm_2_5,hsi,0.05,H,True,0.1364,2080
timesfm_2_5,hsi,0.05,F2,True,0.1364,2080
timesfm_2_5,hsi,0.05,F3,True,0.1364,2080
timesfm_2_5,hsi,0.05,F4,True,0.1364,2080
timesfm_2_5,hsi,0.05,garch_evt,True,0.1364,2080
timesfm_2_5,hsi,0.05,fhs,True,0.1364,2080
timesfm_2_5,jnj,0.01,F1,True,0.2702,2110
timesfm_2_5,jnj,0.01,H,True,0.2702,2110
timesfm_2_5,jnj,0.01,F2,True,0.2702,2110
timesfm_2_5,jnj,0.01,F3,False,0.062,2110
timesfm_2_5,jnj,0.01,F4,False,0.0614,2110
timesfm_2_5,jnj,0.01,garch_evt,True,0.2702,2110
timesfm_2_5,jnj,0.01,fhs,True,0.2702,2110
timesfm_2_5,jnj,0.025,F1,True,0.1268,2104
timesfm_2_5,jnj,0.025,H,True,0.1268,2104
timesfm_2_5,jnj,0.025,F2,True,0.1268,2104
timesfm_2_5,jnj,0.025,F3,True,0.1268,2104
timesfm_2_5,jnj,0.025,F4,True,0.1268,2104
timesfm_2_5,jnj,0.025,garch_evt,True,0.1268,2104
timesfm_2_5,jnj,0.025,fhs,True,0.1268,2104
timesfm_2_5,jnj,0.05,F1,True,0.2058,2117
timesfm_2_5,jnj,0.05,H,True,0.2058,2117
timesfm_2_5,jnj,0.05,F2,True,0.2058,2117
timesfm_2_5,jnj,0.05,F3,False,0.0706,2117
timesfm_2_5,jnj,0.05,F4,True,0.2058,2117
timesfm_2_5,jnj,0.05,garch_evt,True,0.2058,2117
timesfm_2_5,jnj,0.05,fhs,True,0.2058,2117
timesfm_2_5,jpm,0.01,F1,True,0.2358,2084
timesfm_2_5,jpm,0.01,H,True,0.2358,2084
timesfm_2_5,jpm,0.01,F2,True,0.2358,2084
timesfm_2_5,jpm,0.01,F3,False,0.0454,2084
timesfm_2_5,jpm,0.01,F4,False,0.0994,2084
timesfm_2_5,jpm,0.01,garch_evt,True,0.2358,2084
timesfm_2_5,jpm,0.01,fhs,True,0.2358,2084
timesfm_2_5,jpm,0.025,F1,True,0.1918,2080
timesfm_2_5,jpm,0.025,H,True,0.1918,2080
timesfm_2_5,jpm,0.025,F2,True,0.1918,2080
timesfm_2_5,jpm,0.025,F3,False,0.0228,2080
timesfm_2_5,jpm,0.025,F4,True,0.1918,2080
timesfm_2_5,jpm,0.025,garch_evt,True,0.1918,2080
timesfm_2_5,jpm,0.025,fhs,True,0.1918,2080
timesfm_2_5,jpm,0.05,F1,True,0.1262,2107
timesfm_2_5,jpm,0.05,H,True,0.1262,2107
timesfm_2_5,jpm,0.05,F2,True,0.1262,2107
timesfm_2_5,jpm,0.05,F3,False,0.0052,2107
timesfm_2_5,jpm,0.05,F4,True,0.1262,2107
timesfm_2_5,jpm,0.05,garch_evt,True,0.1262,2107
timesfm_2_5,jpm,0.05,fhs,True,0.1262,2107
timesfm_2_5,ltc,0.01,F1,True,0.2382,2738
timesfm_2_5,ltc,0.01,H,True,0.2382,2738
timesfm_2_5,ltc,0.01,F2,True,0.2382,2738
timesfm_2_5,ltc,0.01,F3,True,0.2382,2738
timesfm_2_5,ltc,0.01,F4,True,0.2382,2738
timesfm_2_5,ltc,0.01,garch_evt,True,0.2382,2738
timesfm_2_5,ltc,0.01,fhs,True,0.2382,2738
timesfm_2_5,ltc,0.025,F1,True,0.5024,2805
timesfm_2_5,ltc,0.025,H,True,0.5024,2805
timesfm_2_5,ltc,0.025,F2,True,0.5024,2805
timesfm_2_5,ltc,0.025,F3,True,0.5024,2805
timesfm_2_5,ltc,0.025,F4,True,0.5024,2805
timesfm_2_5,ltc,0.025,garch_evt,True,0.5024,2805
timesfm_2_5,ltc,0.025,fhs,True,0.5024,2805
timesfm_2_5,ltc,0.05,F1,True,0.9194,2808
timesfm_2_5,ltc,0.05,H,True,0.9194,2808
timesfm_2_5,ltc,0.05,F2,True,0.9194,2808
timesfm_2_5,ltc,0.05,F3,True,0.9194,2808
timesfm_2_5,ltc,0.05,F4,True,0.9194,2808
timesfm_2_5,ltc,0.05,garch_evt,True,0.9194,2808
timesfm_2_5,ltc,0.05,fhs,True,0.9194,2808
timesfm_2_5,msft,0.01,F1,True,0.3618,2091
timesfm_2_5,msft,0.01,H,True,0.3618,2091
timesfm_2_5,msft,0.01,F2,True,0.3618,2091
timesfm_2_5,msft,0.01,F3,False,0.0056,2091
timesfm_2_5,msft,0.01,F4,True,0.3618,2091
timesfm_2_5,msft,0.01,garch_evt,True,0.3618,2091
timesfm_2_5,msft,0.01,fhs,True,0.3618,2091
timesfm_2_5,msft,0.025,F1,True,0.3144,2124
timesfm_2_5,msft,0.025,H,True,0.3144,2124
timesfm_2_5,msft,0.025,F2,True,0.3144,2124
timesfm_2_5,msft,0.025,F3,False,0.0046,2124
timesfm_2_5,msft,0.025,F4,True,0.3144,2124
timesfm_2_5,msft,0.025,garch_evt,True,0.3144,2124
timesfm_2_5,msft,0.025,fhs,True,0.3144,2124
timesfm_2_5,msft,0.05,F1,True,0.195,2138
timesfm_2_5,msft,0.05,H,True,0.195,2138
timesfm_2_5,msft,0.05,F2,True,0.195,2138
timesfm_2_5,msft,0.05,F3,False,0.0286,2138
timesfm_2_5,msft,0.05,F4,True,0.195,2138
timesfm_2_5,msft,0.05,garch_evt,True,0.195,2138
timesfm_2_5,msft,0.05,fhs,True,0.195,2138
timesfm_2_5,natgas,0.01,F1,False,0.0662,2087
timesfm_2_5,natgas,0.01,H,True,0.1166,2087
timesfm_2_5,natgas,0.01,F2,False,0.0548,2087
timesfm_2_5,natgas,0.01,F3,True,0.1166,2087
timesfm_2_5,natgas,0.01,F4,False,0.0292,2087
timesfm_2_5,natgas,0.01,garch_evt,True,0.1166,2087
timesfm_2_5,natgas,0.01,fhs,True,0.1166,2087
timesfm_2_5,natgas,0.025,F1,False,0.0404,2096
timesfm_2_5,natgas,0.025,H,False,0.061,2096
timesfm_2_5,natgas,0.025,F2,False,0.061,2096
timesfm_2_5,natgas,0.025,F3,False,0.061,2096
timesfm_2_5,natgas,0.025,F4,False,0.0358,2096
timesfm_2_5,natgas,0.025,garch_evt,False,0.061,2096
timesfm_2_5,natgas,0.025,fhs,True,1.0,2096
timesfm_2_5,natgas,0.05,F1,False,0.0534,2108
timesfm_2_5,natgas,0.05,H,False,0.0842,2108
timesfm_2_5,natgas,0.05,F2,False,0.0842,2108
timesfm_2_5,natgas,0.05,F3,False,0.0534,2108
timesfm_2_5,natgas,0.05,F4,False,0.0484,2108
timesfm_2_5,natgas,0.05,garch_evt,True,0.1118,2108
timesfm_2_5,natgas,0.05,fhs,True,0.1118,2108
timesfm_2_5,ndx,0.01,F1,True,0.4536,2130
timesfm_2_5,ndx,0.01,H,True,0.4536,2130
timesfm_2_5,ndx,0.01,F2,True,0.4536,2130
timesfm_2_5,ndx,0.01,F3,False,0.0218,2130
timesfm_2_5,ndx,0.01,F4,True,0.4536,2130
timesfm_2_5,ndx,0.01,garch_evt,True,0.4536,2130
timesfm_2_5,ndx,0.01,fhs,True,0.4536,2130
timesfm_2_5,ndx,0.025,F1,True,0.3708,2135
timesfm_2_5,ndx,0.025,H,True,0.3708,2135
timesfm_2_5,ndx,0.025,F2,True,0.3708,2135
timesfm_2_5,ndx,0.025,F3,False,0.0396,2135
timesfm_2_5,ndx,0.025,F4,True,0.3708,2135
timesfm_2_5,ndx,0.025,garch_evt,True,0.3708,2135
timesfm_2_5,ndx,0.025,fhs,True,0.3708,2135
timesfm_2_5,ndx,0.05,F1,False,0.0636,2139
timesfm_2_5,ndx,0.05,H,True,0.263,2139
timesfm_2_5,ndx,0.05,F2,False,0.0696,2139
timesfm_2_5,ndx,0.05,F3,False,0.0212,2139
timesfm_2_5,ndx,0.05,F4,False,0.061,2139
timesfm_2_5,ndx,0.05,garch_evt,True,0.263,2139
timesfm_2_5,ndx,0.05,fhs,True,0.263,2139
timesfm_2_5,nikkei,0.01,F1,True,0.116,1979
timesfm_2_5,nikkei,0.01,H,True,0.116,1979
timesfm_2_5,nikkei,0.01,F2,True,0.116,1979
timesfm_2_5,nikkei,0.01,F3,False,0.0758,1979
timesfm_2_5,nikkei,0.01,F4,True,0.116,1979
timesfm_2_5,nikkei,0.01,garch_evt,True,0.116,1979
timesfm_2_5,nikkei,0.01,fhs,True,0.116,1979
timesfm_2_5,nikkei,0.025,F1,True,0.1324,2036
timesfm_2_5,nikkei,0.025,H,True,0.1324,2036
timesfm_2_5,nikkei,0.025,F2,True,0.1324,2036
timesfm_2_5,nikkei,0.025,F3,True,0.1324,2036
timesfm_2_5,nikkei,0.025,F4,True,0.1324,2036
timesfm_2_5,nikkei,0.025,garch_evt,True,0.1324,2036
timesfm_2_5,nikkei,0.025,fhs,True,0.1324,2036
timesfm_2_5,nikkei,0.05,F1,True,0.1144,2066
timesfm_2_5,nikkei,0.05,H,True,0.1144,2066
timesfm_2_5,nikkei,0.05,F2,True,0.1144,2066
timesfm_2_5,nikkei,0.05,F3,True,0.1144,2066
timesfm_2_5,nikkei,0.05,F4,True,0.1144,2066
timesfm_2_5,nikkei,0.05,garch_evt,True,0.1144,2066
timesfm_2_5,nikkei,0.05,fhs,True,0.1144,2066
timesfm_2_5,nvda,0.01,F1,True,0.149,2042
timesfm_2_5,nvda,0.01,H,True,0.149,2042
timesfm_2_5,nvda,0.01,F2,True,0.149,2042
timesfm_2_5,nvda,0.01,F3,True,0.149,2042
timesfm_2_5,nvda,0.01,F4,True,0.149,2042
timesfm_2_5,nvda,0.01,garch_evt,True,0.149,2042
timesfm_2_5,nvda,0.01,fhs,True,0.149,2042
timesfm_2_5,nvda,0.025,F1,True,0.127,2086
timesfm_2_5,nvda,0.025,H,True,0.127,2086
timesfm_2_5,nvda,0.025,F2,True,0.127,2086
timesfm_2_5,nvda,0.025,F3,False,0.0238,2086
timesfm_2_5,nvda,0.025,F4,True,0.127,2086
timesfm_2_5,nvda,0.025,garch_evt,True,0.127,2086
timesfm_2_5,nvda,0.025,fhs,True,0.127,2086
timesfm_2_5,nvda,0.05,F1,True,0.209,2139
timesfm_2_5,nvda,0.05,H,True,0.209,2139
timesfm_2_5,nvda,0.05,F2,True,0.209,2139
timesfm_2_5,nvda,0.05,F3,False,0.0326,2139
timesfm_2_5,nvda,0.05,F4,True,0.209,2139
timesfm_2_5,nvda,0.05,garch_evt,True,0.209,2139
timesfm_2_5,nvda,0.05,fhs,True,0.209,2139
timesfm_2_5,rut,0.01,F1,True,0.1136,2026
timesfm_2_5,rut,0.01,H,True,0.1136,2026
timesfm_2_5,rut,0.01,F2,False,0.0618,2026
timesfm_2_5,rut,0.01,F3,False,0.0154,2026
timesfm_2_5,rut,0.01,F4,False,0.0154,2026
timesfm_2_5,rut,0.01,garch_evt,True,0.1136,2026
timesfm_2_5,rut,0.01,fhs,True,0.1136,2026
timesfm_2_5,rut,0.025,F1,False,0.0598,2083
timesfm_2_5,rut,0.025,H,True,0.3676,2083
timesfm_2_5,rut,0.025,F2,False,0.0598,2083
timesfm_2_5,rut,0.025,F3,False,0.0006,2083
timesfm_2_5,rut,0.025,F4,False,0.0068,2083
timesfm_2_5,rut,0.025,garch_evt,True,0.3676,2083
timesfm_2_5,rut,0.025,fhs,True,0.3676,2083
timesfm_2_5,rut,0.05,F1,False,0.0966,2090
timesfm_2_5,rut,0.05,H,True,0.1968,2090
timesfm_2_5,rut,0.05,F2,False,0.0966,2090
timesfm_2_5,rut,0.05,F3,False,0.006,2090
timesfm_2_5,rut,0.05,F4,False,0.029,2090
timesfm_2_5,rut,0.05,garch_evt,True,0.1968,2090
timesfm_2_5,rut,0.05,fhs,True,0.1968,2090
timesfm_2_5,spx,0.01,F1,True,0.146,2098
timesfm_2_5,spx,0.01,H,True,0.146,2098
timesfm_2_5,spx,0.01,F2,True,0.146,2098
timesfm_2_5,spx,0.01,F3,False,0.021,2098
timesfm_2_5,spx,0.01,F4,True,0.146,2098
timesfm_2_5,spx,0.01,garch_evt,True,0.146,2098
timesfm_2_5,spx,0.01,fhs,True,0.146,2098
timesfm_2_5,spx,0.025,F1,True,0.1924,2109
timesfm_2_5,spx,0.025,H,True,0.1924,2109
timesfm_2_5,spx,0.025,F2,True,0.1924,2109
timesfm_2_5,spx,0.025,F3,False,0.031,2109
timesfm_2_5,spx,0.025,F4,True,0.1924,2109
timesfm_2_5,spx,0.025,garch_evt,True,0.1924,2109
timesfm_2_5,spx,0.025,fhs,True,0.1924,2109
timesfm_2_5,spx,0.05,F1,False,0.0826,2139
timesfm_2_5,spx,0.05,H,True,0.4754,2139
timesfm_2_5,spx,0.05,F2,False,0.0826,2139
timesfm_2_5,spx,0.05,F3,False,0.0096,2139
timesfm_2_5,spx,0.05,F4,False,0.0534,2139
timesfm_2_5,spx,0.05,garch_evt,True,0.4754,2139
timesfm_2_5,spx,0.05,fhs,False,0.0826,2139
timesfm_2_5,usdcad,0.01,F1,True,0.2454,2221
timesfm_2_5,usdcad,0.01,H,True,0.2454,2221
timesfm_2_5,usdcad,0.01,F2,True,0.2454,2221
timesfm_2_5,usdcad,0.01,F3,True,0.2454,2221
timesfm_2_5,usdcad,0.01,F4,True,0.2454,2221
timesfm_2_5,usdcad,0.01,garch_evt,True,0.2454,2221
timesfm_2_5,usdcad,0.01,fhs,True,0.2454,2221
timesfm_2_5,usdcad,0.025,F1,True,0.5746,2234
timesfm_2_5,usdcad,0.025,H,True,0.5746,2234
timesfm_2_5,usdcad,0.025,F2,True,0.5746,2234
timesfm_2_5,usdcad,0.025,F3,False,0.0266,2234
timesfm_2_5,usdcad,0.025,F4,False,0.0164,2234
timesfm_2_5,usdcad,0.025,garch_evt,True,0.5746,2234
timesfm_2_5,usdcad,0.025,fhs,True,0.5746,2234
timesfm_2_5,usdcad,0.05,F1,True,0.1768,2233
timesfm_2_5,usdcad,0.05,H,True,0.1768,2233
timesfm_2_5,usdcad,0.05,F2,True,0.1768,2233
timesfm_2_5,usdcad,0.05,F3,True,0.1768,2233
timesfm_2_5,usdcad,0.05,F4,True,0.1768,2233
timesfm_2_5,usdcad,0.05,garch_evt,True,0.1768,2233
timesfm_2_5,usdcad,0.05,fhs,True,0.1768,2233
timesfm_2_5,usdchf,0.01,F1,False,0.0706,2201
timesfm_2_5,usdchf,0.01,H,True,0.13,2201
timesfm_2_5,usdchf,0.01,F2,True,0.13,2201
